account_id,account_age_days,total_value
A085721,1499.0,19922.12
A085722,1113.0,38882.23
A085723,605.0,90401.22
A085724,1567.0,87282.75
A085725,1508.0,103518.97
A085726,786.0,35420.06
A085727,1528.0,85773.34
A085728,1361.0,64737.74
A085729,732.0,75852.51
A085730,575.0,22767.37
A085731,427.0,66869.64
A085732,1417.0,46047.19
A085733,528.0,111293.72
A085734,533.0,36361.05
A085735,682.0,101257.05
A085736,1162.0,94470.93
A085737,1351.0,39198.9
A085738,427.0,21733.46
A085739,1120.0,29647.77
A085740,829.0,30168.76
A085741,1172.0,36008.85
A085742,451.0,40914.68
A085743,1410.0,52367.72
A085744,1336.0,81263.19
A085745,571.0,76412.7
A085746,1132.0,31274.67
A085747,992.0,82910.71
A085748,1064.0,85793.87
A085749,860.0,34663.9
A085750,1377.0,116143.55
A085751,737.0,25419.9
A085752,767.0,93300.43
A085753,1490.0,110896.26
A085754,1010.0,111766.22
A085755,971.0,49914.33
A085756,1074.0,87594.51
A085757,847.0,55447.39
A085758,719.0,40023.88
A085759,1449.0,38857.94
A085760,767.0,35421.81
A085761,983.0,97965.62
A085762,664.0,64791.32
A085763,896.0,90970.29
A085764,596.0,64120.82
A085765,761.0,117299.45
A085766,629.0,83450.72
A085767,1108.0,22741.3
A085768,1328.0,34769.14
A085769,1490.0,93817.97
A085770,654.0,74610.06
A085771,1291.0,24066.97
A085772,1015.0,109862.64
A085773,535.0,14915.37
A085774,1210.0,92238.07
A085775,415.0,82424.26
A085776,1115.0,129103.57
A085777,1432.0,32444.33
A085778,606.0,53745.74
A085779,1504.0,85382.77
A085780,1447.0,42999.17
A085781,1301.0,58889.43
A085782,910.0,46010.46
A085783,717.0,53427.91
A085784,458.0,115586.77
A085785,459.0,45669.53
A085786,906.0,100985.01
A085787,554.0,31276.12
A085788,1202.0,88615.83
A085789,596.0,26105.87
A085790,436.0,107785.02
A085791,754.0,98297.19
A085792,527.0,45142.16
A085793,1287.0,69208.37
A085794,917.0,92754.22
A085795,720.0,80675.5
A085796,864.0,59431.03
A085797,1421.0,94452.72
A085798,997.0,67090.8
A085799,1015.0,71728.43
A085800,1157.0,97158.17
A085801,1168.0,70110.15
A085802,680.0,51640.8
A085803,1595.0,115008.98
A085804,831.0,54517.14
A085805,1154.0,95280.05
A085806,1071.0,67345.39
A085807,1507.0,35792.4
A085808,853.0,44974.38
A085809,742.0,55832.85
A085810,989.0,115283.54
A085811,1349.0,22275.03
A085812,1554.0,87765.66
A085813,912.0,38272.28
A085814,1314.0,48464.98
A085815,694.0,106775.32
A085816,459.0,76880.84
A085817,931.0,33983.13
A085818,848.0,48413.11
A085819,1398.0,97822.96
A085820,1518.0,99994.83
A085821,1194.0,29272.91
A085822,1029.0,109925.32
A085823,1323.0,72588.68
A085824,897.0,44101.52
A085825,1454.0,91499.21
A085826,541.0,68444.94
A085827,1584.0,96161.06
A085828,1295.0,99257.26
A085829,790.0,90084.31
A085830,928.0,61862.22
A085831,1403.0,53715.64
A085832,525.0,46728.74
A085833,580.0,100326.96
A085834,1050.0,70328.95
A085835,1231.0,118519.73
A085836,1023.0,60056.95
A085837,869.0,21662.58
A085838,1402.0,120617.1
A085839,1240.0,76438.71
A085840,522.0,78703.69
A085841,1100.0,72918.62
A085842,469.0,31692.9
A085843,1348.0,53551.61
A085844,811.0,34490.07
A085845,1532.0,74301.24
A085846,1530.0,111629.25
A085847,1377.0,54585.6
A085848,897.0,119575.88
A085849,1207.0,75308.76
A085850,1468.0,55451.81
A085851,1227.0,85264.63
A085852,893.0,118016.64
A085853,563.0,126786.06
A085854,1367.0,78824.23
A085855,842.0,96461.48
A085856,1420.0,76294.43
A085857,1104.0,62420.47
A085858,1220.0,112054.81
A085859,1472.0,99154.18
A085860,834.0,112994.35
A085861,1540.0,74110.16
A085862,661.0,80547.64
A085863,1025.0,65184.92
A085864,1288.0,45009.14
A085865,1171.0,24096.44
A085866,1297.0,132154.76
A085867,1227.0,20019.77
A085868,1544.0,95934.69
A085869,418.0,36997.42
A085870,1470.0,37674.15
A085871,524.0,124003.24
A085872,1016.0,29825.11
A085873,1582.0,99196.19
A085874,814.0,94353.45
A085875,1561.0,131549.25
A085876,1375.0,18407.29
A085877,670.0,54486.54
A085878,1326.0,73103.35
A085879,1099.0,101042.73
A085880,640.0,72911.28
A085881,482.0,68971.6
A085882,1418.0,119258.17
A085883,517.0,42814.92
A085884,1253.0,53873.46
A085885,1098.0,50509.7
A085886,1092.0,55823.31
A085887,608.0,50427.44
A085888,1021.0,112042.15
A085889,686.0,26651.98
A085890,584.0,68701.91
A085891,582.0,76733.89
A085892,1371.0,27477.87
A085893,572.0,83329.39
A085894,1195.0,68933.42
A085895,885.0,31384.75
A085896,481.0,71071.22
A085897,570.0,37584.25
A085898,644.0,124491.52
A085899,534.0,24611.62
A085900,707.0,32025.85
A085901,1320.0,78356.09
A085902,1092.0,138368.55
A085903,542.0,79928.88
A085904,768.0,95992.05
A085905,459.0,43315.22
A085906,1555.0,39712.89
A085907,954.0,42306.98
A085908,1031.0,47107.45
A085909,732.0,22046.83
A085910,1290.0,43952.86
A085911,1026.0,71685.67
A085912,1541.0,96782.69
A085913,487.0,57450.84
A085914,745.0,52392.54
A085915,1004.0,95935.71
A085916,983.0,105295.48
A085917,621.0,49353.54
A085918,605.0,68022.15
A085919,1591.0,43267.14
A085920,1048.0,28466.55
A085921,1520.0,125670.03
A085922,1394.0,43660.36
A085923,1338.0,51808.37
A085924,1547.0,98839.91
A085925,1103.0,37641.88
A085926,494.0,26976.9
A085927,1201.0,32719.69
A085928,1230.0,72219.25
A085929,418.0,38874.63
A085930,466.0,113350.78
A085931,1548.0,30193.49
A085932,1297.0,104014.36
A085933,1466.0,63870.38
A085934,1305.0,67396.12
A085935,1294.0,116408.86
A085936,938.0,59560.83
A085937,1257.0,22766.95
A085938,1024.0,27884.93
A085939,422.0,93205.77
A085940,1414.0,75684.81
A085941,702.0,103186.29
A085942,1402.0,51468.63
A085943,1538.0,76680.97
A085944,927.0,67309.5
A085945,1169.0,127685.04
A085946,940.0,92367.03
A085947,713.0,104685.07
A085948,636.0,117652.36
A085949,1180.0,104553.49
A085950,851.0,110335.12
A085951,1438.0,56732.03
A085952,684.0,38891.74
A085953,1343.0,98054.29
A085954,540.0,116957.3
A085955,722.0,20962.72
A085956,1214.0,131118.41
A085957,599.0,34462.91
A085958,574.0,27909.93
A085959,1296.0,86578.96
A085960,1245.0,61076.69
A085961,959.0,83018.86
A085962,828.0,118979.27
A085963,427.0,83765.47
A085964,1520.0,80677.13
A085965,1133.0,130462.03
A085966,1029.0,83006.39
A085967,1434.0,99315.5
A085968,521.0,79378.19
A085969,1371.0,50349.69
A085970,816.0,48678.34
A085971,572.0,31515.49
A085972,419.0,123985.8
A085973,1106.0,40929.03
A085974,679.0,84279.54
A085975,1405.0,33325.39
A085976,488.0,82352.13
A085977,626.0,65331.91
A085978,1084.0,111828.98
A085979,1464.0,65954.88
A085980,464.0,39438.17
A085981,1017.0,78134.34
A085982,1236.0,126135.72
A085983,1494.0,30582.35
A085984,443.0,31904.57
A085985,1008.0,32998.67
A085986,938.0,97646.98
A085987,1259.0,53710.89
A085988,1305.0,58861.3
A085989,669.0,65926.59
A085990,1331.0,115984.98
A085991,1241.0,58426.43
A085992,1121.0,74145.14
A085993,958.0,87074.18
A085994,1372.0,82093.99
A085995,511.0,35853.38
A085996,1039.0,90324.01
A085997,430.0,73759.76
A085998,463.0,106867.48
A085999,979.0,97424.75
A086000,918.0,121012.3
A086001,613.0,100186.39
A086002,1232.0,37211.4
A086003,594.0,65834.72
A086004,1137.0,47301.37
A086005,734.0,50451.45
A086006,700.0,23320.07
A086007,833.0,85022.52
A086008,1573.0,39530.61
A086009,824.0,26369.88
A086010,490.0,23654.65
A086011,1421.0,101117.52
A086012,1535.0,45947.48
A086013,1464.0,80424.02
A086014,665.0,43876.68
A086015,1321.0,35535.25
A086016,1508.0,93512.06
A086017,505.0,63232.54
A086018,578.0,37432.8
A086019,1589.0,46477.31
A086020,1178.0,79072.48
A086021,1508.0,76597.45
A086022,1492.0,40700.67
A086023,1064.0,117248.4
A086024,998.0,88220.0
A086025,675.0,32765.85
A086026,1595.0,18063.62
A086027,718.0,48924.98
A086028,536.0,88920.63
A086029,666.0,95112.23
A086030,823.0,70537.39
A086031,721.0,88632.94
A086032,837.0,81316.03
A086033,1426.0,58498.35
A086034,1055.0,92116.08
A086035,1542.0,57803.32
A086036,852.0,53653.53
A086037,476.0,76964.82
A086038,751.0,32308.7
A086039,1091.0,30558.14
A086040,1173.0,32509.6
A086041,1344.0,100030.41
A086042,851.0,33408.05
A086043,1134.0,99668.66
A086044,1018.0,60130.74
A086045,860.0,55451.84
A086046,1347.0,29650.81
A086047,1478.0,39313.65
A086048,828.0,44982.76
A086049,432.0,49035.22
A086050,511.0,99979.94
A086051,1071.0,101536.67
A086052,859.0,105755.15
A086053,1155.0,69646.07
A086054,716.0,66931.54
A086055,585.0,32841.92
A086056,1492.0,93408.8
A086057,735.0,133614.76
A086058,1404.0,81503.37
A086059,1229.0,58620.53
A086060,1290.0,104126.38
A086061,1454.0,93901.63
A086062,775.0,50326.14
A086063,921.0,95398.96
A086064,1153.0,86961.14
A086065,638.0,74605.29
A086066,1208.0,101386.8
A086067,789.0,88816.24
A086068,936.0,71107.94
A086069,929.0,21190.36
A086070,1025.0,80043.64
A086071,1098.0,93083.68
A086072,1593.0,49457.28
A086073,1349.0,109966.76
A086074,1479.0,68683.92
A086075,1253.0,98822.05
A086076,1122.0,36199.16
A086077,1057.0,20318.21
A086078,1545.0,93109.54
A086079,432.0,85620.87
A086080,458.0,64557.7
A086081,1452.0,33768.44
A086082,1527.0,86704.26
A086083,1111.0,92632.45
A086084,438.0,58803.37
A086085,1131.0,41747.54
A086086,1385.0,59961.62
A086087,800.0,117046.67
A086088,835.0,56525.84
A086089,1499.0,85056.9
A086090,1034.0,92639.99
A086091,967.0,72367.06
A086092,412.0,52958.1
A086093,1439.0,30270.92
A086094,1247.0,69195.74
A086095,1215.0,110264.94
A086096,556.0,58158.89
A086097,1285.0,107931.0
A086098,607.0,51986.67
A086099,1199.0,90719.37
A086100,540.0,42730.67
A086101,1025.0,24552.67
A086102,1586.0,101484.01
A086103,965.0,37384.35
A086104,1077.0,90412.73
A086105,1471.0,23678.69
A086106,1169.0,109338.98
A086107,962.0,85151.11
A086108,795.0,96874.76
A086109,1015.0,94956.95
A086110,1262.0,80350.07
A086111,1344.0,113857.94
A086112,606.0,28515.93
A086113,1490.0,16770.05
A086114,891.0,71676.63
A086115,1539.0,28989.23
A086116,437.0,109289.09
A086117,892.0,97924.63
A086118,1476.0,44167.64
A086119,1575.0,102680.41
A086120,1438.0,25526.93
A086121,1174.0,37039.69
A086122,1182.0,90632.83
A086123,867.0,61749.25
A086124,1435.0,62045.49
A086125,1071.0,70648.32
A086126,963.0,45551.81
A086127,650.0,59709.64
A086128,814.0,81971.65
A086129,469.0,67680.25
A086130,536.0,25034.1
A086131,994.0,32916.6
A086132,1400.0,93405.3
A086133,1345.0,100698.4
A086134,729.0,115838.45
A086135,1427.0,46614.12
A086136,1576.0,90402.33
A086137,609.0,26122.29
A086138,413.0,97434.04
A086139,1451.0,47356.65
A086140,989.0,69351.59
A086141,846.0,69055.63
A086142,411.0,49453.12
A086143,963.0,38104.71
A086144,1530.0,76499.16
A086145,1295.0,38278.42
A086146,1498.0,67612.25
A086147,1532.0,43148.64
A086148,1123.0,88197.05
A086149,623.0,104379.15
A086150,834.0,41105.8
A086151,990.0,37986.26
A086152,1229.0,45809.42
A086153,717.0,49286.51
A086154,616.0,128807.48
A086155,534.0,122035.96
A086156,878.0,95239.92
A086157,425.0,38456.44
A086158,730.0,29927.28
A086159,1409.0,35719.7
A086160,1192.0,78451.9
A086161,1110.0,36506.4
A086162,1038.0,127446.12
A086163,1559.0,38663.44
A086164,871.0,88873.55
A086165,413.0,20821.44
A086166,1532.0,92675.66
A086167,1309.0,103924.61
A086168,727.0,47942.14
A086169,534.0,94207.36
A086170,885.0,49717.88
A086171,949.0,71537.66
A086172,837.0,64474.28
A086173,1240.0,32486.41
A086174,794.0,37758.72
A086175,1135.0,27248.74
A086176,950.0,77980.11
A086177,1225.0,99721.19
A086178,611.0,74583.1
A086179,1355.0,36466.62
A086180,1083.0,133966.77
A086181,553.0,52793.34
A086182,1443.0,126261.36
A086183,485.0,111248.23
A086184,1031.0,71000.22
A086185,557.0,64148.37
A086186,807.0,64706.56
A086187,815.0,56894.59
A086188,1182.0,70874.84
A086189,1294.0,77284.44
A086190,1590.0,48043.5
A086191,1280.0,42633.73
A086192,1361.0,82690.09
A086193,1506.0,72182.09
A086194,1188.0,30495.2
A086195,1353.0,27010.65
A086196,1076.0,90948.77
A086197,715.0,118392.21
A086198,675.0,77558.05
A086199,900.0,55382.25
A086200,1591.0,53992.48
A086201,604.0,116932.82
A086202,1492.0,45653.9
A086203,583.0,83304.53
A086204,1569.0,45274.58
A086205,1177.0,29736.59
A086206,1098.0,15832.18
A086207,899.0,28672.59
A086208,1542.0,88057.52
A086209,1137.0,26579.78
A086210,1269.0,45400.77
A086211,1167.0,28614.56
A086212,413.0,61828.52
A086213,915.0,40439.08
A086214,978.0,23809.41
A086215,724.0,58853.3
A086216,1408.0,89016.1
A086217,550.0,49302.47
A086218,1191.0,92342.88
A086219,1317.0,43702.21
A086220,488.0,87185.45
A086221,436.0,42274.66
A086222,461.0,46528.16
A086223,447.0,116181.42
A086224,1019.0,34790.22
A086225,542.0,32553.26
A086226,863.0,57024.12
A086227,796.0,80495.29
A086228,690.0,86727.74
A086229,1385.0,64897.65
A086230,1471.0,20717.06
A086231,893.0,73379.47
A086232,763.0,93200.75
A086233,908.0,106862.16
A086234,647.0,91995.87
A086235,1158.0,59270.0
A086236,655.0,98499.84
A086237,822.0,86736.74
A086238,494.0,102468.65
A086239,1214.0,102820.82
A086240,829.0,80322.63
A086241,1221.0,32680.69
A086242,711.0,89155.8
A086243,1455.0,81701.82
A086244,1153.0,10229.34
A086245,1394.0,30122.68
A086246,1426.0,41682.34
A086247,1233.0,23910.25
A086248,1099.0,47208.57
A086249,976.0,49313.92
A086250,987.0,24946.9
A086251,697.0,81433.15
A086252,1487.0,36803.58
A086253,896.0,91345.39
A086254,602.0,39398.75
A086255,987.0,80512.1
A086256,771.0,23983.72
A086257,626.0,32269.12
A086258,530.0,131511.61
A086259,1441.0,45946.21
A086260,950.0,106411.51
A086261,1307.0,91806.6
A086262,493.0,103485.77
A086263,486.0,56254.42
A086264,767.0,109081.27
A086265,417.0,20063.43
A086266,1060.0,56862.85
A086267,694.0,54114.87
A086268,470.0,110848.11
A086269,611.0,109647.35
A086270,928.0,101342.19
A086271,786.0,71302.81
A086272,542.0,118192.41
A086273,533.0,14562.09
A086274,1232.0,71053.99
A086275,477.0,110349.34
A086276,597.0,30060.84
A086277,727.0,90861.23
A086278,921.0,60400.54
A086279,1329.0,38962.2
A086280,436.0,43424.86
A086281,1384.0,62544.65
A086282,802.0,26949.99
A086283,1128.0,91000.61
A086284,631.0,45034.7
A086285,747.0,95923.47
A086286,1145.0,30315.91
A086287,1501.0,56237.3
A086288,787.0,58560.93
A086289,1505.0,76427.07
A086290,1577.0,49324.08
A086291,565.0,49306.77
A086292,853.0,111642.98
A086293,904.0,93682.02
A086294,1580.0,57966.9
A086295,1482.0,23992.36
A086296,1257.0,53140.16
A086297,1450.0,65818.83
A086298,1468.0,77022.19
A086299,1532.0,42157.21
A086300,1542.0,34661.9
A086301,480.0,75304.29
A086302,1411.0,78892.39
A086303,797.0,34957.56
A086304,495.0,90393.07
A086305,1312.0,30070.04
A086306,743.0,73465.15
A086307,1443.0,49616.09
A086308,731.0,94392.17
A086309,1349.0,64874.4
A086310,489.0,74032.73
A086311,1068.0,46194.32
A086312,675.0,47078.32
A086313,646.0,42701.4
A086314,730.0,54005.29
A086315,513.0,69514.58
A086316,459.0,62869.53
A086317,485.0,54906.62
A086318,974.0,106693.66
A086319,1043.0,94413.42
A086320,1499.0,78251.55
A086321,1055.0,34354.26
A086322,1336.0,97631.88
A086323,679.0,88929.63
A086324,1201.0,59232.13
A086325,1443.0,75916.26
A086326,1210.0,45787.17
A086327,715.0,90021.08
A086328,1465.0,50643.38
A086329,1479.0,82002.66
A086330,1445.0,53112.73
A086331,900.0,36926.23
A086332,542.0,42286.71
A086333,1084.0,46230.65
A086334,1479.0,50509.29
A086335,1216.0,96081.44
A086336,661.0,66267.91
A086337,611.0,39511.05
A086338,926.0,67442.79
A086339,1379.0,101507.18
A086340,1204.0,64656.98
A086341,1275.0,23971.75
A086342,437.0,17890.74
A086343,1403.0,111917.44
A086344,873.0,90669.36
A086345,673.0,131562.61
A086346,1448.0,101972.34
A086347,735.0,31452.66
A086348,413.0,94725.68
A086349,791.0,98626.84
A086350,1467.0,70020.15
A086351,1207.0,47324.47
A086352,1334.0,32117.36
A086353,1493.0,123294.99
A086354,1558.0,21062.42
A086355,1038.0,111593.42
A086356,1539.0,94885.38
A086357,830.0,54438.41
A086358,922.0,103914.05
A086359,1543.0,83875.96
A086360,1493.0,104289.15
A086361,1463.0,78338.82
A086362,1510.0,47000.11
A086363,1211.0,85224.93
A086364,1529.0,79495.62
A086365,768.0,98923.18
A086366,972.0,118221.24
A086367,1233.0,133045.2
A086368,1294.0,35723.73
A086369,563.0,100283.28
A086370,1427.0,23922.31
A086371,587.0,89378.05
A086372,1150.0,94938.85
A086373,1336.0,87695.58
A086374,1541.0,87359.38
A086375,1578.0,106333.02
A086376,1514.0,48407.85
A086377,977.0,42816.19
A086378,685.0,136221.55
A086379,844.0,143277.8
A086380,923.0,104268.34
A086381,587.0,69852.86
A086382,477.0,100430.5
A086383,830.0,110458.19
A086384,1594.0,62947.1
A086385,1195.0,30313.2
A086386,1247.0,62628.33
A086387,1042.0,122185.71
A086388,678.0,46410.27
A086389,1555.0,55124.61
A086390,1497.0,82355.79
A086391,1594.0,91547.41
A086392,607.0,118973.41
A086393,616.0,101376.46
A086394,874.0,33720.16
A086395,1428.0,97038.84
A086396,1054.0,30669.8
A086397,968.0,68578.97
A086398,1501.0,98464.6
A086399,1419.0,114224.44
A086400,1212.0,32404.67
A086401,1570.0,60114.35
A086402,1235.0,114517.24
A086403,834.0,90869.12
A086404,458.0,125970.27
A086405,592.0,70272.63
A086406,1279.0,61905.72
A086407,984.0,67494.38
A086408,1380.0,34909.59
A086409,481.0,122581.43
A086410,1089.0,64147.23
A086411,1469.0,32479.9
A086412,1511.0,55241.89
A086413,842.0,98992.48
A086414,651.0,83034.35
A086415,1331.0,42290.46
A086416,1283.0,46836.86
A086417,1323.0,110988.28
A086418,1488.0,67631.58
A086419,1169.0,82693.18
A086420,555.0,100794.01
A086421,1284.0,97015.11
A086422,846.0,47043.15
A086423,1148.0,107929.16
A086424,1381.0,51380.94
A086425,781.0,120947.9
A086426,662.0,91417.25
A086427,579.0,50111.48
A086428,470.0,60971.62
A086429,1177.0,64966.18
A086430,619.0,83554.53
A086431,741.0,135756.63
A086432,1230.0,83318.25
A086433,1191.0,111263.64
A086434,1096.0,32613.76
A086435,836.0,35020.52
A086436,848.0,98226.31
A086437,603.0,78300.75
A086438,1204.0,41582.72
A086439,1042.0,102181.25
A086440,1359.0,79292.38
A086441,1356.0,76993.83
A086442,1596.0,80569.24
A086443,1175.0,94622.59
A086444,1558.0,104832.98
A086445,869.0,18245.86
A086446,1276.0,44129.74
A086447,1198.0,113372.3
A086448,428.0,48246.94
A086449,470.0,116045.11
A086450,1059.0,125429.7
A086451,977.0,53160.8
A086452,576.0,48123.51
A086453,835.0,83104.1
A086454,1553.0,83717.35
A086455,1054.0,78144.96
A086456,1208.0,44310.87
A086457,825.0,51541.59
A086458,711.0,48264.58
A086459,1457.0,99702.25
A086460,911.0,114782.82
A086461,1054.0,100349.67
A086462,1363.0,65545.81
A086463,1536.0,71346.61
A086464,743.0,42166.6
A086465,483.0,109398.66
A086466,1000.0,35314.27
A086467,785.0,37468.35
A086468,471.0,38064.78
A086469,768.0,50080.09
A086470,572.0,75712.48
A086471,619.0,80217.23
A086472,712.0,49043.86
A086473,714.0,55752.09
A086474,706.0,64425.28
A086475,1129.0,55158.93
A086476,756.0,131035.57
A086477,939.0,95553.52
A086478,1143.0,56754.22
A086479,1319.0,61829.64
A086480,1537.0,28885.1
A086481,936.0,105154.85
A086482,1584.0,67077.89
A086483,1537.0,118624.74
A086484,747.0,93044.0
A086485,1289.0,25823.96
A086486,1050.0,86433.15
A086487,929.0,121049.5
A086488,1542.0,44438.52
A086489,1291.0,33607.05
A086490,741.0,22424.73
A086491,1239.0,132916.18
A086492,654.0,73826.77
A086493,766.0,85404.61
A086494,623.0,93160.09
A086495,975.0,42966.23
A086496,631.0,100239.56
A086497,1505.0,85222.25
A086498,525.0,110113.24
A086499,1502.0,29309.45
A086500,470.0,112135.6
A086501,939.0,72735.43
A086502,893.0,43576.9
A086503,657.0,108653.95
A086504,621.0,74657.05
A086505,557.0,88704.31
A086506,649.0,86774.23
A086507,1526.0,126501.47
A086508,892.0,97842.93
A086509,1346.0,72641.64
A086510,1317.0,64850.7
A086511,503.0,78556.26
A086512,1353.0,105598.5
A086513,677.0,106431.52
A086514,787.0,69303.75
A086515,1131.0,66796.63
A086516,432.0,20196.16
A086517,602.0,88940.16
A086518,740.0,97100.04
A086519,986.0,25543.97
A086520,845.0,53076.7
A086521,693.0,69422.33
A086522,1524.0,72328.54
A086523,1077.0,81984.17
A086524,1571.0,156025.92
A086525,1073.0,72701.99
A086526,1277.0,24717.63
A086527,1012.0,90284.18
A086528,878.0,57105.96
A086529,1546.0,56305.55
A086530,1493.0,37799.25
A086531,857.0,73915.97
A086532,859.0,125919.26
A086533,420.0,87392.0
A086534,1492.0,8667.52
A086535,851.0,48400.96
A086536,1169.0,87001.36
A086537,1236.0,84843.51
A086538,549.0,16725.46
A086539,1140.0,26910.83
A086540,775.0,43661.88
A086541,1119.0,22381.4
A086542,977.0,121162.21
A086543,1109.0,87169.32
A086544,1164.0,99533.81
A086545,900.0,62525.35
A086546,606.0,100533.66
A086547,879.0,38717.41
A086548,515.0,63306.36
A086549,979.0,37172.97
A086550,1193.0,93554.95
A086551,1172.0,74433.96
A086552,1494.0,47966.06
A086553,1442.0,36588.45
A086554,1046.0,77464.8
A086555,1435.0,105327.64
A086556,1171.0,93279.45
A086557,1372.0,30941.68
A086558,1393.0,66196.03
A086559,863.0,30380.24
A086560,533.0,99723.05
A086561,1219.0,88288.53
A086562,1168.0,96556.55
A086563,918.0,43673.01
A086564,991.0,93237.97
A086565,909.0,40256.58
A086566,752.0,87379.66
A086567,1488.0,45337.82
A086568,1338.0,54560.84
A086569,1257.0,38752.77
A086570,557.0,97121.03
A086571,552.0,39001.1
A086572,1589.0,57243.0
A086573,1327.0,132232.03
A086574,987.0,96112.36
A086575,539.0,32522.09
A086576,1135.0,52647.52
A086577,599.0,57751.79
A086578,705.0,93396.78
A086579,597.0,112381.94
A086580,1147.0,20171.96
A086581,466.0,60902.57
A086582,458.0,62066.97
A086583,911.0,56061.67
A086584,1309.0,72441.35
A086585,1521.0,47060.17
A086586,486.0,80174.41
A086587,526.0,39676.87
A086588,1015.0,45420.77
A086589,491.0,112764.13
A086590,1188.0,101299.78
A086591,1014.0,39141.51
A086592,672.0,112921.86
A086593,1347.0,106453.28
A086594,812.0,19474.39
A086595,1427.0,104877.83
A086596,1090.0,135380.26
A086597,1582.0,57963.9
A086598,1170.0,110208.49
A086599,1414.0,26475.88
A086600,1331.0,113179.96
A086601,1397.0,39526.01
A086602,1315.0,58632.54
A086603,728.0,70478.48
A086604,992.0,114910.42
A086605,1447.0,81582.6
A086606,851.0,39401.93
A086607,1476.0,52148.41
A086608,831.0,78485.25
A086609,1426.0,62212.88
A086610,1183.0,34342.33
A086611,1391.0,33362.92
A086612,1131.0,62805.39
A086613,1534.0,102820.22
A086614,1227.0,48881.99
A086615,662.0,37331.13
A086616,1227.0,78748.61
A086617,1116.0,37478.3
A086618,1350.0,26131.04
A086619,864.0,68199.31
A086620,722.0,106715.85
A086621,1471.0,51751.56
A086622,965.0,52131.55
A086623,591.0,58829.98
A086624,1465.0,61828.86
A086625,1134.0,121393.78
A086626,609.0,103789.07
A086627,907.0,62561.89
A086628,663.0,115901.45
A086629,1432.0,118043.31
A086630,1543.0,44952.33
A086631,719.0,37680.76
A086632,606.0,39666.11
A086633,1112.0,62735.9
A086634,1317.0,59722.69
A086635,540.0,50893.21
A086636,1371.0,48960.47
A086637,417.0,92667.66
A086638,663.0,94261.19
A086639,752.0,56849.63
A086640,903.0,104298.16
A086641,947.0,114251.13
A086642,972.0,49297.11
A086643,570.0,77482.46
A086644,458.0,77186.85
A086645,1333.0,47629.09
A086646,837.0,51419.92
A086647,1282.0,85033.02
A086648,621.0,25332.48
A086649,549.0,67418.18
A086650,526.0,67120.48
A086651,1460.0,85116.14
A086652,434.0,104065.3
A086653,1284.0,38191.78
A086654,1335.0,129377.57
A086655,1211.0,30483.76
A086656,900.0,104897.39
A086657,967.0,43174.45
A086658,687.0,51169.18
A086659,588.0,45587.61
A086660,1022.0,53255.81
A086661,682.0,21676.96
A086662,1240.0,69092.07
A086663,1554.0,127246.16
A086664,1317.0,100343.09
A086665,719.0,71598.13
A086666,664.0,77723.37
A086667,464.0,101837.23
A086668,1347.0,66048.63
A086669,498.0,127320.29
A086670,1005.0,49281.54
A086671,479.0,77802.59
A086672,1429.0,80046.5
A086673,1393.0,59208.97
A086674,1007.0,77787.16
A086675,469.0,29910.53
A086676,531.0,92546.44
A086677,881.0,59419.73
A086678,1050.0,114734.13
A086679,1437.0,43193.94
A086680,1563.0,57407.56
A086681,764.0,65422.07
A086682,594.0,48204.37
A086683,1118.0,62658.87
A086684,1383.0,30307.86
A086685,871.0,104152.08
A086686,930.0,109333.5
A086687,1120.0,102903.78
A086688,1395.0,85704.94
A086689,713.0,57878.81
A086690,1435.0,54824.57
A086691,1079.0,98275.91
A086692,1162.0,122308.18
A086693,1411.0,86346.54
A086694,884.0,83210.04
A086695,775.0,126302.25
A086696,1204.0,52708.22
A086697,503.0,69724.4
A086698,645.0,103327.33
A086699,639.0,79449.36
A086700,1266.0,50827.78
A086701,1481.0,57340.59
A086702,735.0,53792.98
A086703,686.0,93341.55
A086704,493.0,47611.62
A086705,1059.0,34779.1
A086706,647.0,85731.05
A086707,1393.0,30586.4
A086708,893.0,76676.68
A086709,1197.0,72830.12
A086710,1592.0,53563.73
A086711,1387.0,80384.22
A086712,839.0,85514.84
A086713,815.0,69578.64
A086714,484.0,64293.36
A086715,1453.0,110577.45
A086716,1593.0,16741.91
A086717,1399.0,27564.98
A086718,1397.0,69553.58
A086719,1237.0,45666.26
A086720,1114.0,107875.4
A086721,1232.0,24742.68
A086722,679.0,104015.1
A086723,1158.0,99516.08
A086724,1163.0,29469.76
A086725,464.0,34099.67
A086726,1435.0,34851.53
A086727,1399.0,28229.86
A086728,1161.0,90956.91
A086729,1235.0,52345.58
A086730,472.0,30080.74
A086731,685.0,111068.21
A086732,766.0,108234.55
A086733,994.0,102071.59
A086734,469.0,43043.8
A086735,672.0,67461.41
A086736,598.0,73717.98
A086737,428.0,80020.13
A086738,997.0,41703.76
A086739,796.0,44188.38
A086740,677.0,79537.52
A086741,1139.0,112971.71
A086742,621.0,53614.47
A086743,567.0,20541.89
A086744,1247.0,25723.33
A086745,851.0,36971.51
A086746,1196.0,85519.02
A086747,775.0,71575.58
A086748,969.0,106474.61
A086749,515.0,116602.38
A086750,1133.0,136303.18
A086751,754.0,70562.54
A086752,706.0,93546.04
A086753,538.0,36054.24
A086754,851.0,118630.32
A086755,710.0,115882.93
