user_id,num_accounts,txn_count,total_txn_amount,avg_portfolio_value
U40654,2,25,71262.66,33735.94
U40655,1,39,121501.33,117804.99
U40656,3,41,122347.11,42597.08
U40657,3,90,259010.98,101773.67
U40658,4,141,377397.11,79843.02
U40659,2,39,113580.33,63216.93
U40660,2,61,161794.71,73157.6
U40661,1,29,89027.5,76444.82
U40662,3,104,295902.31,109276.93
U40663,4,159,438923.16,98967.08
U40664,3,68,173079.23,47772.84
U40665,3,80,209982.94,74898.69
U40666,3,54,151728.38,57109.34
U40667,4,100,290235.38,76903.29
U40668,2,54,133681.19,57203.84
U40669,3,91,222323.9,74730.02
U40670,2,52,140098.73,56412.2
U40671,2,55,147501.04,68029.28
U40672,1,29,76628.99,60459.79
U40674,2,84,202281.24,91638.83
U40675,5,162,467218.74,85346.94
U40676,2,48,126675.39,71095.02
U40678,1,44,120638.1,112070.72
U40679,2,45,126325.21,60244.13
U40680,4,114,293683.66,81108.58
U40681,4,131,353902.89,91834.89
U40682,7,222,598196.78,80844.74
U40683,3,95,271020.68,80324.94
U40684,5,174,491882.16,95166.54
U40685,3,98,276879.6,82228.23
U40686,2,61,159472.56,75278.18
U40687,2,45,124312.06,55484.37
U40688,2,64,157447.67,63703.1
U40689,4,111,285023.18,64430.98
U40690,4,96,269260.52,75632.32
U40691,2,57,171033.84,80131.65
U40692,4,154,415530.31,94137.54
U40693,3,91,247351.8,86921.76
U40694,2,60,153240.1,71119.46
U40696,1,18,50801.95,48743.25
U40697,2,49,147260.57,82731.92
U40698,1,41,124516.72,112718.26
U40699,1,43,125378.83,106811.05
U40701,3,79,213721.23,66092.82
U40702,5,148,414089.69,68304.56
U40703,2,83,232709.81,107124.85
U40704,4,145,425113.67,93213.27
U40706,1,33,79738.98,61628.94
U40707,1,21,59711.84,46994.68
U40708,3,71,206630.41,70556.67
U40710,4,134,343814.09,74862.85
U40712,4,125,328262.47,92417.5
U40713,3,106,285411.02,80492.39
U40714,2,68,182002.44,97038.09
U40716,4,87,258065.21,59928.76
U40717,2,50,120183.8,46498.69
U40718,1,11,28651.04,28651.04
U40720,3,120,296467.38,85481.26
U40721,2,89,227130.67,102079.09
U40723,2,48,133335.74,54464.91
U40724,3,78,217387.3,55311.22
U40725,2,55,160577.29,71677.09
U40726,1,28,75802.18,70393.78
U40727,1,28,81723.63,78236.51
U40728,3,72,194057.64,65414.61
U40729,3,105,295710.81,71902.4
U40730,2,94,276731.47,122952.56
U40731,2,59,146973.39,95640.28
U40732,1,27,71634.33,63719.95
U40733,1,33,86615.43,86615.43
U40734,2,45,127293.56,64790.28
U40735,2,55,148169.12,67865.14
U40736,2,73,203375.89,102492.96
U40737,1,13,35391.97,26584.67
U40738,2,50,135317.64,87369.89
U40739,2,40,97960.7,39844.6
U40740,2,29,69628.98,33338.62
U40741,1,33,88062.32,62042.4
U40742,1,23,65435.73,52527.2
U40743,3,60,169663.32,53876.59
U40744,1,30,75597.41,65457.33
U40747,2,56,141181.5,66165.06
U40748,5,159,451902.38,99345.07
U40749,4,94,257217.08,72313.21
U40750,2,67,187861.62,75601.86
U40751,2,55,173713.87,81828.78
U40752,1,25,79617.6,67345.72
U40753,2,42,116224.35,51133.19
U40754,1,16,43618.68,38072.24
U40755,2,61,168870.53,81205.0
U40756,2,77,205370.52,96037.26
U40757,3,78,210616.47,73688.42
U40758,4,114,304810.73,74239.82
U40761,1,38,90861.93,79432.83
U40763,1,14,41422.81,36933.31
U40764,2,66,167776.71,82843.08
U40765,1,34,93901.86,67976.3
U40768,4,124,340871.16,77524.0
U40770,4,132,370452.0,90757.85
U40772,4,81,207784.54,49545.01
U40773,2,57,153638.58,77352.5
U40774,1,32,88571.13,78013.09
U40775,2,52,144362.66,62166.22
U40776,1,13,29445.74,27002.0
U40777,4,121,326279.17,80724.31
U40779,3,54,157867.44,53862.72
U40780,1,30,73679.84,59035.1
U40781,2,63,157231.49,64657.87
U40782,1,36,118786.29,114881.53
U40783,2,76,213119.92,88295.07
U40784,3,86,241627.91,85669.6
U40785,1,39,103700.74,78344.45
U40786,4,153,408877.53,89211.04
U40787,3,66,196678.03,64658.37
U40788,4,102,282586.6,74607.01
U40789,4,130,398018.21,108880.55
U40790,1,42,115912.92,83216.86
U40791,1,40,117394.65,92295.65
U40792,1,30,90431.26,80227.96
U40793,1,49,129023.42,114717.92
U40794,1,11,39768.76,30060.84
U40795,1,11,31148.07,21144.58
U40796,3,75,206819.87,87396.16
U40797,1,47,149921.44,130658.14
U40798,3,108,293711.72,79190.77
U40799,2,57,167856.87,79313.9
U40800,1,18,42097.4,36311.68
U40802,4,147,398538.19,87867.12
U40803,1,20,46468.57,40198.07
U40804,3,110,321601.32,101810.32
U40805,3,51,141390.4,44289.7
U40806,3,59,158654.52,46381.01
U40807,3,75,206461.33,59264.57
U40808,1,39,110306.87,95754.43
U40809,2,64,181390.53,75740.67
U40810,1,20,53981.5,51291.1
U40811,1,27,78396.26,71789.0
U40812,2,77,226416.61,85407.67
U40813,5,116,301276.52,53340.28
U40814,2,99,286492.48,127742.64
U40816,1,23,72596.32,64166.44
U40817,3,56,156585.03,51340.23
U40818,2,78,193752.05,84783.6
U40819,2,42,121011.54,70152.46
U40820,2,68,174551.46,59309.99
U40821,2,71,181482.15,96277.73
U40822,1,11,32372.15,32372.15
U40823,3,54,145426.58,51051.26
U40824,2,90,236089.96,102843.1
U40825,1,22,67554.63,57004.53
U40826,3,127,361192.91,110986.85
U40827,1,35,102923.1,95552.48
U40828,2,71,201919.58,100884.45
U40829,2,33,94012.74,40565.99
U40830,3,111,300602.75,86433.44
U40831,4,150,363272.45,83041.98
U40832,3,104,239577.84,72380.24
U40833,3,107,299371.99,108508.05
U40834,2,57,181051.95,83327.71
U40835,5,121,332615.12,65805.23
U40836,6,181,503359.24,77485.05
U40837,1,16,46293.77,46293.77
U40838,2,41,115779.82,56057.19
U40839,2,100,251610.3,105101.3
U40840,4,103,287075.01,78258.5
U40841,2,43,132145.42,67279.72
U40842,4,86,220585.12,47060.59
U40843,2,85,224779.23,101715.71
U40844,2,22,49840.22,22569.49
U40846,2,84,221646.22,97399.92
U40848,1,12,28684.42,16830.34
U40849,1,34,93229.0,79231.6
U40851,1,29,88086.0,83429.54
U40852,2,52,119326.73,60507.4
U40853,2,95,279038.47,125026.35
U40855,2,67,169226.16,76537.54
U40856,5,149,382426.07,77564.97
U40858,1,33,77718.43,72558.91
U40859,2,77,218204.48,93598.26
U40860,2,73,211468.99,85679.82
U40862,4,146,387449.55,87028.2
U40863,1,32,86096.47,80153.73
U40864,2,52,140384.14,75110.1
U40866,3,94,266235.84,93892.18
U40867,3,77,197359.42,74654.27
U40868,1,34,93771.54,93771.54
U40869,1,13,40004.58,40004.58
U40870,1,29,71694.35,63140.59
U40872,2,72,178760.08,80368.3
U40873,1,26,61473.96,56275.08
U40874,1,47,110737.29,91516.31
U40875,1,25,61613.55,54402.23
U40876,3,81,235829.04,82467.85
U40877,2,58,149941.14,87392.01
U40878,2,66,186797.02,81559.29
U40879,2,59,157433.55,78621.4
U40880,5,165,423338.61,88297.29
U40881,3,97,252220.55,80360.62
U40883,1,50,137438.22,127880.88
U40884,3,72,212533.02,69435.33
U40885,1,13,44070.63,42227.27
U40886,2,50,142442.4,70191.01
U40887,2,83,203418.68,81994.96
U40888,2,48,140541.32,75626.04
U40889,5,202,555774.87,107363.28
U40890,1,19,54376.25,44880.23
U40891,1,32,72366.69,44788.51
U40892,3,108,296432.63,79449.32
U40893,2,49,142041.21,80430.29
U40894,4,150,446707.17,101922.01
U40895,3,82,225881.24,85460.65
U40896,1,35,108234.2,104652.64
U40897,3,96,270778.41,98779.25
U40898,2,65,176216.65,80782.33
U40899,1,42,127425.93,118844.93
U40901,3,79,219586.01,76773.97
U40902,3,112,320794.35,98771.04
U40903,1,15,32749.87,26780.89
U40904,1,37,89021.64,76613.51
U40905,2,56,143405.9,63785.74
U40906,1,26,74375.53,65584.99
U40907,3,94,245126.96,66348.33
U40908,4,161,391428.08,88235.57
U40909,2,72,215056.18,90400.03
U40910,4,86,233763.4,68898.85
U40911,4,149,421673.72,90501.3
U40912,2,88,237780.39,99548.18
U40913,2,90,240865.67,97909.28
U40915,1,40,110337.91,93051.55
U40916,2,57,176135.0,112422.62
U40917,1,39,102104.5,94233.6
U40918,3,59,151560.5,42971.17
U40919,3,129,334773.35,98926.59
U40920,2,73,202961.05,91933.29
U40921,1,30,89625.42,75434.72
U40922,1,41,90273.55,74052.77
U40925,2,40,106847.58,54523.85
U40927,2,38,93901.84,38622.26
U40928,2,73,217523.28,107547.34
U40929,5,107,293807.93,62456.28
U40930,1,23,59149.97,59149.97
U40932,1,32,98953.46,89892.02
U40933,4,139,404457.67,94056.38
U40934,1,31,92122.46,88873.24
U40935,3,63,183825.54,55167.48
U40936,1,37,93556.01,61423.21
U40937,4,115,288159.92,66100.44
U40938,2,78,202371.68,89656.66
U40939,1,37,95152.68,83285.08
U40940,1,28,71176.12,64208.14
U40941,1,40,106632.04,88864.44
U40942,3,117,318401.22,95662.54
U40943,1,10,23944.62,20630.58
U40945,2,48,131644.67,70520.56
U40946,3,78,216049.76,63694.66
U40947,2,70,170967.85,66045.16
U40948,3,74,165659.78,53265.32
U40950,3,80,201461.28,65073.24
U40951,2,69,195708.16,84249.61
U40953,2,41,115544.66,53100.07
U40954,1,26,74058.33,50259.13
U40955,3,80,206028.35,66143.91
U40956,2,62,160070.27,92096.23
U40957,5,172,521356.39,117454.27
U40958,5,117,341070.1,75510.26
U40959,1,36,92314.27,88340.27
U40960,1,44,130335.0,115614.5
U40961,6,127,332459.94,59169.51
U40962,1,25,76318.65,75158.31
U40963,1,34,110375.03,84385.27
U40964,1,39,115778.24,112280.68
U40966,1,17,57092.72,57092.72
U40967,2,68,188407.66,72669.36
U40968,2,41,122782.83,46665.27
U40969,1,48,125267.21,101307.63
U40970,2,53,145407.12,66230.32
U40971,1,39,101920.76,88520.84
U40972,1,17,55087.45,46683.87
U40973,2,50,131634.56,67832.83
U40974,1,33,110794.23,89759.53
U40975,4,82,229953.91,47334.03
U40978,4,130,340413.54,86598.85
U40979,2,48,151976.42,66702.82
U40980,5,171,504980.94,98112.04
U40981,1,38,97666.22,82231.54
U40982,3,96,275468.06,92463.87
U40984,3,91,219866.36,68799.92
U40986,1,34,94526.85,73008.3
U40987,3,77,200339.97,61968.87
U40988,1,29,96142.45,96142.45
U40989,1,14,36991.17,31130.01
U40990,3,92,236021.26,69692.56
U40991,3,108,288707.43,88830.25
U40992,2,65,173327.13,97226.42
U40993,2,59,171461.11,72458.48
U40994,2,49,135020.68,65968.77
U40995,1,16,50153.78,46034.72
U40996,4,129,360609.84,79668.89
U40997,3,133,355806.6,101449.53
U40998,4,131,381395.3,98440.51
U40999,2,64,170701.01,85411.47
U41000,3,98,276153.43,84205.04
U41002,4,133,336338.79,88163.73
U41003,7,196,545357.81,78027.32
U41004,4,106,298542.48,73636.69
U41005,6,153,412412.14,63604.98
U41006,3,111,317829.32,104280.02
U41007,1,34,103089.94,93493.91
U41008,4,148,423133.69,95085.8
U41009,2,75,227771.77,106118.9
U41010,3,84,243184.96,75584.63
U41011,1,10,33146.66,21113.64
U41012,2,60,169649.54,99767.41
U41013,1,40,113856.4,94847.78
U41014,3,61,145885.4,55674.53
U41015,1,46,135989.31,133348.67
U41016,3,93,251298.37,77400.33
U41017,1,15,47655.24,44335.28
U41018,2,43,106976.37,46752.42
U41019,2,72,203992.31,91475.2
U41020,2,66,176967.65,96014.56
U41021,2,66,204315.29,81209.98
U41022,4,145,409082.56,90493.82
U41023,2,48,162232.68,77003.03
U41024,2,60,164266.9,84663.11
U41025,2,53,157995.52,70130.36
U41026,2,69,177080.94,78920.55
U41027,3,91,258144.47,87867.76
U41028,4,169,479461.09,102803.87
U41029,1,38,117121.79,98094.95
U41030,6,183,475764.86,68511.04
U41031,1,37,89235.89,72678.41
U41032,1,23,62579.96,44155.46
U41033,1,32,81389.71,71209.59
U41034,1,43,115071.3,101136.26
U41035,3,116,322034.13,92850.69
U41036,1,32,104090.64,104090.64
U41037,2,43,131356.77,64214.44
U41039,2,54,153528.11,79118.73
U41040,1,45,122067.05,118552.21
U41041,2,72,225339.6,117106.15
U41042,2,63,170365.0,80717.52
U41043,4,106,263774.61,71147.4
U41044,3,127,341794.97,101588.7
U41045,6,230,644421.81,102612.86
U41047,2,50,154143.16,66185.37
U41048,3,107,269511.95,89579.54
U41049,3,99,277324.05,100207.97
U41050,2,28,90573.28,42639.68
U41051,4,154,445093.26,103653.32
U41052,3,78,206307.92,70030.41
U41054,3,106,280656.13,93036.09
U41055,2,56,145195.62,63916.29
U41056,1,26,80108.95,58121.63
U41057,2,47,118927.56,52089.9
U41058,2,82,210424.36,86467.01
U41059,2,67,174376.32,70917.67
U41060,1,20,58694.63,58694.63
U41061,1,33,87896.62,87311.66
U41062,3,110,297293.77,89476.15
U41063,3,82,212188.29,67937.42
U41064,3,72,174467.74,50975.65
U41065,2,88,248141.14,117889.89
U41067,3,139,403777.93,115605.79
U41068,3,116,333940.37,104014.88
U41069,2,57,145601.11,70250.94
U41070,2,31,88715.59,48324.13
U41071,2,22,59466.92,22263.5
U41073,3,78,212975.15,66570.98
U41074,4,122,342197.33,92295.09
U41075,3,114,321208.83,97556.47
U41076,2,84,212282.39,96251.15
U41077,2,67,197202.95,87480.45
U41078,4,88,216326.21,47083.88
U41079,1,34,79907.0,70068.32
U41081,3,67,196448.35,87207.43
U41082,3,107,287891.57,98289.04
U41083,3,63,183402.2,62032.47
U41084,1,13,36564.85,32859.27
U41085,1,16,45420.28,43136.14
U41086,2,55,164444.95,74560.44
U41087,4,94,265536.23,70136.15
U41088,3,110,296360.45,100280.0
U41089,1,48,141175.35,133141.27
U41090,1,50,147802.53,132874.33
U41091,2,50,140310.26,56494.2
U41092,3,68,201867.95,71622.94
U41093,3,97,267574.51,88999.9
U41094,5,198,546640.34,97082.43
U41096,1,39,101629.03,84215.77
U41098,2,49,95605.72,51766.33
U41099,5,99,295615.58,50792.92
U41100,2,64,181055.56,79792.86
U41101,1,18,49290.83,48703.85
U41102,2,58,157324.94,63163.56
U41103,2,56,166421.46,63107.2
U41104,3,96,255867.37,64852.29
U41106,1,32,77037.05,62637.77
U41107,2,81,202201.61,84670.52
U41109,6,165,489397.6,71138.3
U41110,1,39,95439.46,76206.59
U41111,3,120,335799.2,104344.26
U41112,2,58,145880.15,75332.12
U41113,2,76,224610.01,98367.99
U41114,2,65,176861.75,62118.36
U41115,2,78,195658.93,88294.51
U41117,2,58,136896.94,62200.51
U41118,3,87,238515.0,76523.16
U41120,1,42,98266.96,90244.26
U41121,4,158,428167.51,93060.31
U41122,3,84,238534.61,80684.14
U41123,5,209,574778.71,97980.51
U41124,4,122,337776.78,77754.08
U41126,4,119,345850.05,90998.04
U41128,1,46,145609.46,114163.75
U41129,1,36,95071.45,95071.45
U41130,1,23,65307.09,65307.09
U41132,4,118,316268.83,82877.79
U41133,1,29,86030.73,82975.73
U41134,5,212,568393.31,105107.64
U41136,2,52,153334.14,69766.64
U41138,1,14,41516.04,37421.24
U41140,3,116,330537.63,98854.92
U41141,3,106,291775.74,88696.87
U41143,3,101,282682.3,94961.64
U41144,4,104,256001.41,69891.3
U41145,1,22,67347.83,46162.55
U41146,2,44,107260.44,56618.94
U41147,4,105,294771.85,94665.1
U41148,3,91,257008.9,87390.01
U41149,1,33,114067.96,106592.24
U41150,1,31,85689.94,73606.76
U41151,1,38,101046.05,93095.21
U41152,2,51,145238.84,68756.43
U41153,3,103,273524.0,83011.7
U41154,1,50,143135.57,118873.01
U41155,1,46,127368.92,114449.86
U41156,1,26,64749.16,45587.92
U41158,1,28,77902.34,75578.26
U41159,3,96,258483.59,84362.46
U41160,2,45,121001.03,56400.95
U41161,1,10,41813.83,41813.83
U41162,1,39,100872.19,89044.71
U41163,5,200,582562.84,100711.5
U41164,2,59,171175.71,78924.46
U41165,1,41,119963.21,113771.23
U41166,2,59,160230.12,75462.42
U41167,4,141,395720.29,96456.41
U41168,4,122,360642.96,76565.01
U41169,2,25,77201.95,40651.35
U41170,3,134,360661.53,109569.14
U41173,1,48,130332.22,120322.0
U41174,2,89,261441.54,121684.77
U41175,1,40,100865.27,72275.46
U41176,1,14,28043.08,28043.08
U41177,2,54,180443.48,92205.0
U41178,3,77,206156.01,56574.45
U41179,4,121,285583.87,64994.4
U41180,3,87,221155.33,58323.69
U41181,2,93,255767.75,105901.27
U41182,4,141,387730.62,92019.93
U41183,1,32,90604.26,78724.02
U41184,3,94,259191.42,68447.64
U41185,4,126,337451.63,86663.86
U41187,3,72,200340.03,67149.11
U41188,2,61,157438.04,64751.9
U41189,3,131,340642.69,101514.69
U41190,1,31,84410.51,72051.41
U41192,3,116,303054.62,91141.02
U41193,3,116,325905.18,104041.37
U41194,5,122,349795.12,71880.8
U41195,3,93,258832.22,88985.38
U41196,4,111,321948.12,78666.44
U41197,2,33,103392.22,49968.1
U41198,1,30,94428.56,88712.89
U41199,3,101,302742.66,87166.62
U41200,2,52,135896.57,60468.89
U41201,3,108,304579.62,90888.22
U41202,1,23,51903.18,39012.78
U41204,3,56,160310.84,48955.74
U41205,2,31,84538.98,38011.22
U41206,1,35,90876.76,83739.15
U41207,5,160,505072.48,91484.47
U41208,1,26,62416.59,56411.17
U41209,6,165,473744.13,77594.4
U41210,3,58,162372.94,44629.38
U41211,1,29,74911.25,52582.41
U41212,2,29,79045.42,29662.18
U41215,1,15,41508.29,26521.93
U41216,2,31,82261.54,41361.92
U41217,2,59,167448.52,74240.84
U41218,4,128,323129.19,67823.49
U41219,1,26,74002.48,73294.94
U41220,2,52,130691.69,69789.1
U41221,4,153,419715.43,97512.38
U41222,3,57,168058.54,56969.35
U41223,2,74,216639.69,102920.07
U41224,2,59,140446.18,66062.32
U41225,3,60,166650.34,48791.28
U41226,1,21,54614.59,48228.83
U41227,1,16,39949.57,22594.51
U41228,3,110,276945.8,83117.06
U41229,1,28,80128.81,69136.29
U41230,2,86,233305.12,100183.46
U41231,1,21,60208.89,52387.63
U41232,2,46,127493.75,62072.01
U41233,3,76,207915.98,61582.6
U41234,2,67,194738.94,98276.4
U41235,2,61,161509.27,98452.03
U41236,2,44,111149.87,54982.41
U41237,2,44,109034.5,46363.56
U41238,2,65,184625.09,87289.17
U41239,1,28,63752.82,58402.8
U41240,2,77,204492.68,87721.05
U41241,1,11,30249.72,16255.14
U41242,3,130,381498.97,108533.86
U41243,1,11,33640.78,28943.8
U41245,3,92,255719.48,98186.98
U41246,1,20,49482.33,47399.37
U41247,6,173,468719.53,68617.41
U41248,2,58,171847.39,97548.72
U41249,2,49,151505.3,82702.78
U41250,3,104,298542.72,82529.58
U41252,3,107,275156.88,76380.17
U41253,5,144,389452.78,74004.93
U41254,2,33,98268.91,46317.14
U41255,2,66,205989.28,108502.53
U41256,2,76,208904.11,84433.54
U41257,3,106,268060.45,87436.25
U41258,1,43,107924.41,87995.93
U41259,1,28,81657.92,70981.78
U41260,2,20,63054.02,27699.18
U41261,2,95,220598.43,92242.85
U41262,3,95,253508.34,76307.07
U41263,5,137,370174.27,70887.39
U41264,4,122,318371.47,78365.99
U41265,3,99,280400.48,81118.71
U41266,3,77,204873.46,64125.3
U41267,1,43,144572.72,132917.58
U41268,4,175,518493.62,111294.1
U41269,3,86,264754.07,102905.67
U41270,1,44,120217.55,103624.35
U41271,4,126,319141.08,75289.62
U41272,3,100,275594.0,83683.14
U41273,5,159,420313.06,81016.11
U41274,1,11,32803.73,27616.05
U41275,1,27,71956.76,57392.88
U41276,3,52,148145.44,36778.66
U41277,5,87,231439.43,46014.23
U41278,1,45,134119.49,124387.69
U41279,4,110,339276.1,83789.79
U41280,1,36,95529.0,79954.0
U41281,2,89,267774.65,124865.62
U41282,5,169,426999.05,77979.54
U41283,3,92,234511.32,76751.11
U41284,3,67,162179.45,50623.26
U41285,1,22,67808.67,62728.37
U41286,6,207,583061.48,86217.89
U41287,3,87,221183.55,78363.6
U41288,2,66,189811.0,87548.84
U41290,2,84,250520.93,112354.92
U41292,1,50,154627.12,138922.66
U41293,1,37,97632.15,92174.11
U41294,2,69,211063.69,113674.38
U41295,5,144,384704.16,73882.88
U41296,3,83,211258.04,60755.25
U41297,6,201,537303.15,85514.34
U41298,1,12,30296.82,30296.82
U41299,3,82,216236.05,57531.92
U41300,3,84,234908.85,75356.18
U41301,1,46,116576.81,98636.51
U41303,3,73,209718.56,50148.33
U41304,4,129,335283.44,83075.07
U41305,4,86,232223.23,49690.82
U41306,1,32,90326.84,72961.04
U41308,4,104,283882.57,76350.54
U41309,3,105,271631.64,84055.8
U41310,1,13,35727.58,28489.26
U41311,1,21,47845.13,47001.99
U41313,6,172,501480.0,87495.95
U41314,2,92,276313.3,117601.19
U41315,2,57,157990.24,71280.83
U41316,2,56,155166.45,78388.72
U41317,3,106,296048.75,98760.16
U41318,3,54,138915.93,54713.05
U41319,1,33,105468.23,87749.45
U41321,1,40,111563.12,94585.24
U41322,3,96,259534.17,77527.93
U41323,1,22,48540.36,48540.36
U41324,2,61,178346.03,78675.1
U41325,5,160,434254.61,76649.25
U41326,1,43,134980.09,119201.77
U41327,2,28,84200.7,40100.28
U41328,4,157,406118.81,97355.55
U41329,1,17,46082.78,21979.9
U41330,3,125,359417.98,109053.64
U41331,3,108,293399.12,91718.08
U41332,2,71,170274.94,79221.76
U41333,1,41,107132.02,103067.78
U41334,4,138,374793.66,95999.46
U41335,2,56,137739.89,60766.3
U41336,3,91,237456.1,56240.94
U41337,3,77,235589.22,82292.92
U41339,3,110,246421.83,67109.6
U41340,7,182,522019.13,79913.06
U41341,3,88,233517.8,63488.45
U41342,4,135,376074.78,86194.03
U41343,2,81,229762.21,106686.2
U41344,2,50,131597.34,63681.96
U41345,1,21,52513.31,32886.31
U41346,3,71,196952.21,78120.75
U41347,4,75,212105.93,44602.88
U41348,2,48,138398.18,59176.51
U41350,4,99,302134.21,87191.81
U41351,1,30,85784.21,59626.07
U41352,1,16,55281.28,55281.28
U41353,1,33,91406.27,81910.57
U41354,2,43,127422.87,55060.92
U41355,2,74,212804.83,80528.88
U41356,4,131,347112.47,68029.39
U41357,1,22,72144.58,66568.74
U41358,5,149,369805.34,63033.01
U41359,1,26,66046.81,50745.93
U41360,4,136,365358.98,79373.4
U41361,2,33,85177.89,38236.31
U41362,2,64,175949.25,76111.64
U41364,1,36,104347.0,68757.46
U41365,3,71,181091.38,68185.39
U41366,1,43,108710.97,93505.97
U41367,1,49,138337.78,132859.74
U41368,1,43,100720.38,95479.96
U41369,2,79,215927.43,90619.88
U41370,6,179,494919.62,67273.77
U41371,3,101,273302.03,79455.13
U41372,2,53,140450.1,66446.4
U41373,1,39,114506.18,89603.74
U41374,2,92,249868.74,104367.13
U41375,1,24,64144.8,54836.17
U41377,1,34,97048.59,74784.6
U41379,4,130,377018.24,95101.88
U41380,1,20,55218.52,50165.3
U41381,1,42,128598.56,115475.48
U41382,4,155,453433.33,98689.11
U41383,4,101,257792.12,59642.36
U41385,3,67,188024.31,65669.42
U41386,3,80,243712.06,93144.87
U41387,1,32,97857.67,85030.95
U41389,2,63,173344.1,78443.15
U41391,6,181,452113.49,72763.35
U41392,2,59,174093.38,77074.4
U41393,2,71,178816.17,78873.38
U41394,1,37,99056.85,86964.91
U41395,1,35,110669.98,87192.0
U41396,2,40,102679.69,44343.39
U41397,4,142,405888.6,95672.49
U41398,2,57,132549.08,73785.91
U41399,3,92,235788.13,85834.52
U41400,1,42,127085.77,95809.33
U41401,1,35,92285.49,68716.67
U41404,2,66,182448.42,87388.33
U41405,2,34,99546.29,40255.54
U41406,3,86,296198.14,118381.05
U41408,1,21,59235.21,49259.85
U41409,1,29,87484.06,74610.6
U41410,7,231,677923.79,98731.28
U41411,3,72,195505.98,63456.51
U41412,1,26,70406.21,59527.99
U41413,1,29,80909.54,67100.04
U41414,1,39,98870.65,78964.59
U41415,1,50,118245.87,78799.03
U41416,3,92,253473.03,79287.68
U41417,1,31,99829.06,85841.38
U41418,2,36,90451.57,34777.08
U41419,1,50,131997.18,121864.02
U41420,3,61,150304.16,60463.96
U41424,3,71,209438.77,79300.09
U41425,2,58,153724.19,76144.04
U41426,1,26,76348.16,65429.42
U41427,3,131,368370.49,97237.66
U41428,2,47,126304.78,50206.16
U41429,4,100,270166.55,63609.84
U41430,1,17,45800.69,38393.59
U41431,2,64,165925.07,91179.75
U41432,2,46,125644.53,68143.48
U41433,3,91,268345.47,78082.11
U41434,1,21,67593.96,53318.42
U41435,1,13,31507.06,31507.06
U41436,3,140,372243.76,106010.55
U41437,2,74,181621.97,71157.63
U41438,4,105,252792.32,66953.13
U41439,1,32,87126.2,63819.62
U41440,2,40,100847.32,48940.54
U41441,1,50,136326.8,110900.96
U41442,3,109,291414.24,96188.82
U41443,1,26,61400.48,49637.86
U41444,1,33,90066.35,81002.2
U41445,3,75,217379.45,68153.94
U41446,1,39,112273.54,87836.76
U41448,1,26,77783.29,73801.45
U41449,4,129,366333.73,83180.91
U41450,4,114,310190.92,71978.37
U41451,1,45,118455.75,101802.79
U41452,1,46,125253.11,112575.71
U41454,4,116,336493.2,92615.97
U41455,2,59,149000.07,62233.35
U41456,3,131,352520.49,90030.7
U41458,2,35,96529.5,45553.91
U41459,2,53,122141.92,49128.45
U41460,2,76,200855.14,104645.7
U41461,4,143,395483.52,90905.5
U41462,1,11,29469.6,29469.6
U41463,3,52,149930.31,48004.64
U41464,3,67,202859.64,76739.81
U41466,2,79,203518.17,92801.66
U41467,1,49,114715.13,91429.59
U41468,3,78,218431.66,68370.25
U41470,1,38,107086.47,78710.51
U41471,2,59,164027.31,77733.12
U41472,2,90,240367.38,99574.42
U41473,4,96,281491.69,74074.48
U41475,3,97,273784.29,87208.77
U41476,4,100,269299.07,80491.52
U41477,5,197,535249.55,95607.6
U41478,1,48,140752.22,132621.54
U41480,3,99,300810.53,97690.01
U41481,2,56,156459.31,73767.12
U41482,1,36,77314.5,67631.4
U41483,4,122,332155.23,82897.89
U41484,1,27,76646.36,71060.22
U41485,1,49,130090.3,116072.02
U41486,3,103,285687.43,91489.96
U41487,2,52,141648.98,85888.73
U41488,5,118,292820.46,69579.17
U41489,1,12,39768.48,39768.48
U41490,2,84,241142.44,102257.54
U41492,5,101,298698.37,63938.12
U41493,1,29,90040.61,79804.41
U41494,3,82,246082.75,69199.46
U41495,1,13,33191.31,28421.99
U41496,2,48,113791.69,58298.4
U41497,5,181,490590.25,91073.47
U41498,4,126,368822.07,93461.47
U41499,1,43,146761.28,139915.96
U41500,3,77,215944.0,61451.6
U41501,1,12,32068.81,32068.81
U41502,3,96,253152.81,81205.7
U41503,3,98,265419.12,86395.73
U41504,3,61,190438.65,60752.35
U41505,2,67,189280.93,83198.19
U41506,1,10,21564.16,20014.06
U41507,4,155,399758.12,92096.76
U41508,2,64,202588.32,83468.61
U41509,3,82,221546.54,79050.69
U41511,1,43,108425.71,94427.85
U41512,2,79,234676.54,106317.19
U41513,1,50,137362.15,114531.27
U41514,2,42,110568.0,44046.08
U41515,2,45,110938.22,57840.5
U41516,2,45,134922.18,63533.57
U41517,3,130,348320.74,112829.04
U41518,3,94,250113.86,75412.55
U41519,3,118,335279.54,103553.04
U41520,1,25,78924.84,71729.22
U41521,2,85,221671.57,96824.83
U41522,2,47,121238.89,54595.1
U41523,4,123,337672.77,94032.79
U41524,2,80,233686.37,98285.39
U41526,1,36,96128.33,85836.81
U41529,1,31,75116.08,55521.94
U41530,2,53,144222.58,76472.0
U41531,1,48,127113.34,96827.45
U41532,4,91,219268.71,47619.86
U41533,3,130,386357.46,123683.55
U41534,1,43,113901.47,94163.57
U41535,1,21,56284.21,52896.31
